leg_no,fn_number,dep_ap_sched,arr_ap_sched,dep_sched,arr_sched,m_offblockdt,m_onblockdt,departure_delay,arrival_delay,sched_flight_time,act_flight_time,ac_registration,change_reason_code,ac_type_code,trans_time,sched_trans_time,trans_time_delay,crew_group,crew_type_change,sched_ground_time,ground_time_delay,act_ground_time,catering_duration,pax_boarding_duration,flight_time_delay,dep_inbound_weekday,arr_weekday,dep_time_of_day,arr_time_of_day,anzahl_personal
271969087,EC2686,West Jason,East Carmen,2019-06-18 12:35:00,2019-06-18 13:55:00,2019-06-18 13:20:00,2019-06-18 14:25:00,45.0,30.0,80.0,65.0,ECLXCX,rotational problem,320,45,40,5,A,"['ca', 'ca']",60.0,9.0,69.0,17.0,25.0,-15.0,Tuesday,Tuesday,Daytime,Daytime,7
272197713,EC2980,East Holly,East Carmen,2019-06-18 12:45:00,2019-06-18 13:50:00,2019-06-18 12:38:00,2019-06-18 13:43:00,-7.0,-7.0,65.0,65.0,ECLWKX,no reason,E95,0,0,0,Start,[],110.0,70.0,180.0,,,0.0,Tuesday,Tuesday,Daytime,Daytime,5
271972613,EC2711,East Allisontown,Lake Lawrencechester,2019-06-18 12:50:00,2019-06-18 14:10:00,2019-06-18 12:54:00,2019-06-18 14:19:00,4.0,9.0,80.0,85.0,ECLWCX,other problem,E95,0,0,0,Start,[],40.0,-6.0,34.0,,,5.0,Tuesday,Tuesday,Daytime,Daytime,5
271957652,EC2580,Lake Lawrencechester,East Carmen,2019-06-18 12:50:00,2019-06-18 14:20:00,2019-06-18 14:10:00,2019-06-18 15:23:00,80.0,63.0,90.0,73.0,ECLDAX,technical problem,320,0,0,0,Start,[],50.0,-3.0,47.0,,,-17.0,Tuesday,Tuesday,Daytime,Daytime,5
272005856,EC3112,East Melissaberg,East Carmen,2019-06-18 12:55:00,2019-06-18 14:40:00,2019-06-18 13:54:00,2019-06-18 15:40:00,59.0,60.0,105.0,106.0,ECLDBX,rotational problem,320,1,35,-34,A,[],55.0,-20.0,35.0,27.0,10.0,1.0,Tuesday,Tuesday,Daytime,Daytime,5
272005436,EC3102,Johnathanberg,East Carmen,2019-06-18 12:55:00,2019-06-18 14:50:00,2019-06-18 13:51:00,2019-06-18 15:38:00,56.0,48.0,115.0,107.0,ECLGPX,rotational problem,DH4,29,35,-6,A,[],35.0,10.0,45.0,26.0,18.0,-8.0,Tuesday,Tuesday,Daytime,Daytime,4
272211685,EC3242,Maryland,East Carmen,2019-06-18 12:55:00,2019-06-18 14:25:00,2019-06-18 13:57:00,2019-06-18 15:23:00,62.0,58.0,90.0,86.0,ECLGCX,rotational problem,DH4,20,35,-15,A,[],70.0,-2.0,68.0,23.0,18.0,-4.0,Tuesday,Tuesday,Daytime,Daytime,4
272338841,EC2560,West Bryanstad,East Carmen,2019-06-18 13:00:00,2019-06-18 14:05:00,2019-06-18 13:11:00,2019-06-18 14:00:00,11.0,-5.0,65.0,49.0,ECLBYX,other problem,320,0,0,0,Start,[],95.0,39.0,134.0,23.0,6.0,-16.0,Tuesday,Tuesday,Daytime,Daytime,6
272198047,EC2982,New Johnhaven,East Carmen,2019-06-18 13:00:00,2019-06-18 14:35:00,2019-06-18 13:57:00,2019-06-18 15:23:00,57.0,48.0,95.0,86.0,ECLWEX,rotational problem,E95,32,40,-8,A,[],45.0,-2.0,43.0,29.0,18.0,-9.0,Tuesday,Tuesday,Daytime,Daytime,5
272012782,EC3184,Patriciaborough,East Carmen,2019-06-18 13:00:00,2019-06-18 14:30:00,2019-06-18 14:34:00,2019-06-18 15:50:00,94.0,80.0,90.0,76.0,ECLWLX,technical problem,E95,26,45,-19,A,[],60.0,6.0,66.0,23.0,16.0,-14.0,Tuesday,Tuesday,Daytime,Daytime,5
272023352,EC3266,Lake Williammouth,East Carmen,2019-06-18 13:00:00,2019-06-18 14:55:00,2019-06-18 13:01:00,2019-06-18 14:45:00,1.0,-10.0,115.0,104.0,ECLBKX,other problem,320,5,40,-35,A,[],195.0,27.0,222.0,,,-11.0,Tuesday,Tuesday,Daytime,Daytime,7
271991142,EC2966,West Danielport,East Carmen,2019-06-18 13:00:00,2019-06-18 14:30:00,2019-06-18 13:16:00,2019-06-18 14:54:00,16.0,24.0,90.0,98.0,ECLGRX,other problem,DH4,-10,45,-55,A,[],50.0,53.0,103.0,29.0,9.0,8.0,Tuesday,Tuesday,Daytime,Daytime,4
272193379,EC2865,East Carmen,Kennethfort,2019-06-18 13:00:00,2019-06-18 15:10:00,2019-06-18 14:15:00,2019-06-18 16:16:00,75.0,66.0,130.0,121.0,ECLBVX,technical problem,320,0,0,0,Start,[],45.0,22.0,67.0,18.0,12.0,-9.0,Tuesday,Tuesday,Daytime,Daytime,6
271984295,EC2838,Port Ryan,East Carmen,2019-06-18 13:00:00,2019-06-18 14:35:00,2019-06-18 13:47:00,2019-06-18 15:11:00,47.0,36.0,95.0,84.0,ECLGHX,rotational problem,DH4,32,40,-8,A,[],35.0,31.0,66.0,17.0,26.0,-11.0,Tuesday,Tuesday,Daytime,Daytime,4
272023772,EC3286,North Davidfurt,East Carmen,2019-06-18 13:00:00,2019-06-18 17:05:00,2019-06-18 13:49:00,2019-06-18 17:46:00,49.0,41.0,245.0,237.0,ECLDFX,rotational problem,320,39,60,-21,A,[],80.0,-20.0,60.0,18.0,27.0,-8.0,Tuesday,Tuesday,Daytime,Evening Peak,8
271982342,EC2816,South Loriview,East Carmen,2019-06-18 13:00:00,2019-06-18 14:45:00,2019-06-18 13:42:00,2019-06-18 15:21:00,42.0,36.0,105.0,99.0,ECLWPX,rotational problem,E95,42,40,2,A,[],40.0,13.0,53.0,18.0,,-6.0,Tuesday,Tuesday,Daytime,Daytime,5
271969262,EC2687,East Carmen,West Jason,2019-06-18 13:00:00,2019-06-18 14:15:00,2019-06-18 13:36:00,2019-06-18 14:43:00,36.0,28.0,75.0,67.0,ECLDEX,rotational problem,320,0,0,0,Start,[],45.0,-17.0,28.0,26.0,12.0,-8.0,Tuesday,Tuesday,Daytime,Daytime,5
271960345,EC2610,Yoderburgh,East Carmen,2019-06-18 13:05:00,2019-06-18 14:40:00,2019-06-18 13:06:00,2019-06-18 14:26:00,1.0,-14.0,95.0,80.0,ECLBRX,other problem,320,51,45,6,A,"['ca', 'ca', 'ca', 'ca']",130.0,47.0,177.0,,,-15.0,Tuesday,Tuesday,Daytime,Daytime,6
271982893,EC2829,East Carmen,Davidtown,2019-06-18 13:05:00,2019-06-18 15:00:00,2019-06-18 13:20:00,2019-06-18 15:05:00,15.0,5.0,115.0,105.0,ECLXEX,other problem,320,58,50,8,A,[],45.0,-3.0,42.0,22.0,15.0,-10.0,Tuesday,Tuesday,Daytime,Daytime,6
272025467,EC3304,Coleland,East Carmen,2019-06-18 13:05:00,2019-06-18 14:40:00,2019-06-18 13:13:00,2019-06-18 14:33:00,8.0,-7.0,95.0,80.0,ECLBXX,other problem,320,44,45,-1,A,[],100.0,43.0,143.0,29.0,24.0,-15.0,Tuesday,Tuesday,Daytime,Daytime,6
271987565,EC2882,Navarroville,East Carmen,2019-06-18 13:05:00,2019-06-18 14:45:00,2019-06-18 13:43:00,2019-06-18 15:15:00,38.0,30.0,100.0,92.0,ECLXDX,rotational problem,320,33,40,-7,A,[],45.0,6.0,51.0,16.0,14.0,-8.0,Tuesday,Tuesday,Daytime,Daytime,6
272210729,EC3230,Haynesside,East Carmen,2019-06-18 13:05:00,2019-06-18 14:20:00,2019-06-18 13:15:00,2019-06-18 14:22:00,10.0,2.0,75.0,67.0,ECLGLX,other problem,DH4,28,55,-27,A,[],65.0,33.0,98.0,23.0,11.0,-8.0,Tuesday,Tuesday,Daytime,Daytime,4
272184362,EC2630,Susanmouth,East Carmen,2019-06-18 13:05:00,2019-06-18 14:40:00,2019-06-18 13:07:00,2019-06-18 14:34:00,2.0,-6.0,95.0,87.0,ECLXAX,other problem,320,55,45,10,A,['ca'],55.0,39.0,94.0,20.0,,-8.0,Tuesday,Tuesday,Daytime,Daytime,6
271995081,EC2988,New Amy,East Carmen,2019-06-18 13:05:00,2019-06-18 14:35:00,2019-06-18 14:35:00,2019-06-18 15:45:00,90.0,70.0,90.0,70.0,ECLWBX,technical problem,E95,26,45,-19,A,[],50.0,13.0,63.0,19.0,19.0,-20.0,Tuesday,Tuesday,Daytime,Daytime,5
271959049,EC2587,East Carmen,Lake Lawrencechester,2019-06-18 13:10:00,2019-06-18 14:40:00,2019-06-18 13:25:00,2019-06-18 14:53:00,15.0,13.0,90.0,88.0,ECLBJX,other problem,320,56,55,1,A,[],70.0,3.0,73.0,24.0,16.0,-2.0,Tuesday,Tuesday,Daytime,Daytime,6
272030329,EC3362,Fisherhaven,East Carmen,2019-06-18 13:10:00,2019-06-18 14:15:00,2019-06-18 13:42:00,2019-06-18 14:42:00,32.0,27.0,65.0,60.0,ECLGJX,other problem,DH4,67,75,-8,B2,"['ca', 'cp', 'ca']",90.0,35.0,125.0,27.0,26.0,-5.0,Tuesday,Tuesday,Daytime,Daytime,4
272026247,EC3310,South Cory,East Carmen,2019-06-18 13:10:00,2019-06-18 17:05:00,2019-06-18 14:58:00,2019-06-18 18:48:00,108.0,103.0,235.0,230.0,ECLBOX,technical problem,320,45,75,-30,A,[],75.0,-89.0,-14.0,29.0,21.0,-5.0,Tuesday,Tuesday,Daytime,Evening Peak,6
272014758,EC3202,Marioborough,East Carmen,2019-06-18 13:10:00,2019-06-18 14:30:00,2019-06-18 13:55:00,2019-06-18 15:10:00,45.0,40.0,80.0,75.0,ECLBIX,rotational problem,320,36,45,-9,A,[],60.0,3.0,63.0,17.0,21.0,-5.0,Tuesday,Tuesday,Daytime,Daytime,6
271955984,EC2569,East Carmen,West Bryanstad,2019-06-18 13:10:00,2019-06-18 14:10:00,2019-06-18 13:39:00,2019-06-18 14:39:00,29.0,29.0,60.0,60.0,ECLWAX,rotational problem,E95,0,0,0,Start,[],50.0,0.0,50.0,24.0,9.0,0.0,Tuesday,Tuesday,Daytime,Daytime,5
272026667,EC3314,East Latashaview,East Carmen,2019-06-18 13:10:00,2019-06-18 17:00:00,2019-06-18 13:20:00,2019-06-18 16:55:00,10.0,-5.0,230.0,215.0,ECLBCX,other problem,320,42,75,-33,A,[],95.0,28.0,123.0,23.0,24.0,-15.0,Tuesday,Tuesday,Daytime,Evening Peak,7
272000278,EC3037,East Carmen,Gilbertland,2019-06-18 13:15:00,2019-06-18 14:50:00,2019-06-18 14:26:00,2019-06-18 15:53:00,71.0,63.0,95.0,87.0,ECLWOX,technical problem,E95,0,0,0,Start,[],45.0,29.0,74.0,20.0,20.0,-8.0,Tuesday,Tuesday,Daytime,Daytime,5
271979262,EC2771,East Carmen,Port Amberfort,2019-06-18 13:15:00,2019-06-18 15:30:00,2019-06-18 14:44:00,2019-06-18 16:53:00,89.0,83.0,135.0,129.0,ECLWJX,technical problem,E95,0,0,0,Start,[],55.0,-52.0,3.0,26.0,15.0,-6.0,Tuesday,Tuesday,Daytime,Daytime,5
272010337,EC3164,North Anna,East Carmen,2019-06-18 13:15:00,2019-06-18 14:10:00,2019-06-18 13:50:00,2019-06-18 14:37:00,35.0,27.0,55.0,47.0,ECLGOX,rotational problem,DH4,79,75,4,A,[],65.0,6.0,71.0,20.0,,-8.0,Tuesday,Tuesday,Daytime,Daytime,4
272201612,EC3054,North Christopherburgh,East Carmen,2019-06-18 13:15:00,2019-06-18 14:20:00,2019-06-18 15:00:00,2019-06-18 15:56:00,105.0,96.0,65.0,56.0,ECLGQX,technical problem,DH4,0,0,0,Start,[],55.0,-10.0,45.0,24.0,19.0,-9.0,Tuesday,Tuesday,Daytime,Daytime,4
272192035,EC2809,East Carmen,South Loriview,2019-06-18 13:15:00,2019-06-18 15:00:00,2019-06-18 13:53:00,2019-06-18 15:31:00,38.0,31.0,105.0,98.0,ECLBQX,rotational problem,320,36,40,-4,C,['ca'],50.0,29.0,79.0,26.0,,-7.0,Tuesday,Tuesday,Daytime,Daytime,6
271977233,EC2759,East Carmen,North Jeffrey,2019-06-18 13:15:00,2019-06-18 15:00:00,2019-06-18 14:27:00,2019-06-18 16:14:00,72.0,74.0,105.0,107.0,ECLDGX,technical problem,320,37,55,-18,A,[],45.0,24.0,69.0,19.0,11.0,2.0,Tuesday,Tuesday,Daytime,Daytime,5
271997471,EC3019,East Carmen,Joneshaven,2019-06-18 13:20:00,2019-06-18 14:45:00,2019-06-18 13:38:00,2019-06-18 14:58:00,18.0,13.0,85.0,80.0,ECLDDX,other problem,320,0,0,0,Start,[],75.0,45.0,120.0,28.0,10.0,-5.0,Tuesday,Tuesday,Daytime,Daytime,5
272020331,EC3247,East Carmen,Youngland,2019-06-18 13:20:00,2019-06-18 14:55:00,2019-06-18 14:48:00,2019-06-18 16:33:00,88.0,98.0,95.0,105.0,ECLXBX,technical problem,320,0,0,0,Start,[],45.0,-98.0,-53.0,17.0,20.0,10.0,Tuesday,Tuesday,Daytime,Daytime,6
272021407,EC3253,East Carmen,Matthewland,2019-06-18 13:20:00,2019-06-18 14:50:00,2019-06-18 14:13:00,2019-06-18 15:42:00,53.0,52.0,90.0,89.0,ECLBMX,rotational problem,320,0,0,0,Start,[],45.0,-7.0,38.0,25.0,7.0,-1.0,Tuesday,Tuesday,Daytime,Daytime,6
272214513,EC3320,New Bobby,East Carmen,2019-06-18 13:40:00,2019-06-18 17:25:00,2019-06-18 14:28:00,2019-06-18 17:57:00,48.0,32.0,225.0,209.0,ECLBUX,rotational problem,320,18,60,-42,A,[],60.0,-16.0,44.0,18.0,24.0,-16.0,Tuesday,Tuesday,Daytime,Evening Peak,6
271964555,EC2639,East Carmen,Dawsonhaven,2019-06-18 13:45:00,2019-06-18 15:00:00,2019-06-18 14:10:00,2019-06-18 15:21:00,25.0,21.0,75.0,71.0,ECLWGX,rotational problem,E95,41,40,1,A,[],55.0,18.0,73.0,28.0,9.0,-4.0,Tuesday,Tuesday,Daytime,Daytime,5
272024192,EC3288,New Jessica,East Carmen,2019-06-18 13:50:00,2019-06-18 17:15:00,2019-06-18 14:50:00,2019-06-18 18:03:00,60.0,48.0,205.0,193.0,ECLBAX,rotational problem,320,0,0,0,Start,[],65.0,-29.0,36.0,29.0,26.0,-12.0,Tuesday,Tuesday,Daytime,Evening Peak,6
271975763,EC2740,Lake Lawrencechester,Fisherhaven,2019-06-18 14:20:00,2019-06-18 15:25:00,2019-06-18 14:23:00,2019-06-18 15:24:00,3.0,-1.0,65.0,61.0,ECLGKX,other problem,DH4,35,40,-5,A,[],65.0,27.0,92.0,,,-4.0,Tuesday,Tuesday,Daytime,Daytime,4
272196259,EC2918,Desireeton,East Carmen,2019-06-18 14:20:00,2019-06-18 16:40:00,2019-06-18 14:23:00,2019-06-18 16:39:00,3.0,-1.0,140.0,136.0,ECLBPX,other problem,320,0,0,0,Start,[],90.0,16.0,106.0,18.0,17.0,-4.0,Tuesday,Tuesday,Daytime,Daytime,6
271961367,EC2615,East Carmen,Yoderburgh,2019-06-18 14:30:00,2019-06-18 16:05:00,2019-06-18 15:45:00,2019-06-18 17:07:00,75.0,62.0,95.0,82.0,ECLBSX,rotational problem,320,133,140,-7,C,"['ca', 'ca', 'ca', 'cp']",45.0,-51.0,-6.0,23.0,20.0,-13.0,Tuesday,Tuesday,Daytime,Daytime,7
272189001,EC2722,Lake Lawrencechester,Lake Richardberg,2019-06-18 14:35:00,2019-06-18 15:30:00,2019-06-18 14:50:00,2019-06-18 15:49:00,15.0,19.0,55.0,59.0,ECLWFX,rotational problem,E95,55,55,0,A,[],85.0,44.0,129.0,,,4.0,Tuesday,Tuesday,Daytime,Daytime,5
271996692,EC3009,East Carmen,Joneshaven,2019-06-18 14:40:00,2019-06-18 16:05:00,2019-06-18 15:18:00,2019-06-18 16:37:00,38.0,32.0,85.0,79.0,ECLBWX,rotational problem,320,0,0,0,Start,[],45.0,23.0,68.0,17.0,12.0,-6.0,Tuesday,Tuesday,Daytime,Daytime,6
271969621,EC2689,East Carmen,West Jason,2019-06-18 14:45:00,2019-06-18 16:00:00,2019-06-18 15:08:00,2019-06-18 16:17:00,23.0,17.0,75.0,69.0,ECLWQX,rotational problem,E95,38,50,-12,A,[],40.0,-6.0,34.0,21.0,16.0,-6.0,Tuesday,Tuesday,Daytime,Daytime,5
272188025,EC2712,Lake Lawrencechester,East Allisontown,2019-06-18 14:50:00,2019-06-18 16:10:00,2019-06-18 14:53:00,2019-06-18 16:04:00,3.0,-6.0,80.0,71.0,ECLWCX,other problem,E95,43,40,3,A,[],45.0,7.0,52.0,,,-9.0,Tuesday,Tuesday,Daytime,Daytime,5
271979063,EC2770,Port Amberfort,East Carmen,2019-06-18 14:55:00,2019-06-18 17:10:00,2019-06-18 15:42:00,2019-06-18 18:00:00,47.0,50.0,135.0,138.0,ECLWDX,rotational problem,E95,0,0,0,Start,[],65.0,-34.0,31.0,23.0,25.0,3.0,Tuesday,Tuesday,Daytime,Evening Peak,5
272339016,EC2561,East Carmen,West Bryanstad,2019-06-18 14:55:00,2019-06-18 15:55:00,2019-06-18 15:34:00,2019-06-18 16:25:00,39.0,30.0,60.0,51.0,ECLXCX,rotational problem,320,56,50,6,B,[],45.0,15.0,60.0,17.0,25.0,-9.0,Tuesday,Tuesday,Daytime,Daytime,6
271956129,EC2570,West Bryanstad,East Carmen,2019-06-18 15:00:00,2019-06-18 16:00:00,2019-06-18 15:29:00,2019-06-18 16:25:00,29.0,25.0,60.0,56.0,ECLWAX,rotational problem,E95,47,50,-3,A,[],45.0,12.0,57.0,15.0,16.0,-4.0,Tuesday,Tuesday,Daytime,Daytime,5
271969442,EC2688,West Jason,East Carmen,2019-06-18 15:00:00,2019-06-18 16:20:00,2019-06-18 15:11:00,2019-06-18 16:19:00,11.0,-1.0,80.0,68.0,ECLDEX,other problem,320,47,45,2,A,[],45.0,28.0,73.0,24.0,17.0,-12.0,Tuesday,Tuesday,Daytime,Daytime,5
271957798,EC2581,East Carmen,Lake Lawrencechester,2019-06-18 15:10:00,2019-06-18 16:40:00,2019-06-18 15:59:00,2019-06-18 17:24:00,49.0,44.0,90.0,85.0,ECLBEX,rotational problem,320,84,85,-1,B2,"['cp', 'ca', 'ca', 'cp', 'ca']",70.0,-41.0,29.0,23.0,22.0,-5.0,Tuesday,Tuesday,Daytime,Daytime,6
272031969,EC3379,East Carmen,Lake Richardberg,2019-06-18 15:10:00,2019-06-18 16:00:00,2019-06-18 16:17:00,2019-06-18 17:02:00,67.0,62.0,50.0,45.0,ECLGHX,rotational problem,DH4,60,55,5,C,"['ca', 'cp', 'ca']",30.0,-59.0,-29.0,17.0,26.0,-5.0,Tuesday,Tuesday,Daytime,Daytime,4
272029461,EC3357,East Carmen,Fisherhaven,2019-06-18 15:15:00,2019-06-18 16:10:00,2019-06-18 16:34:00,2019-06-18 17:24:00,79.0,74.0,55.0,50.0,ECLWIX,technical problem,E95,0,0,0,Start,[],40.0,9.0,49.0,19.0,23.0,-5.0,Tuesday,Tuesday,Daytime,Daytime,5
272007441,EC3133,East Carmen,Keithberg,2019-06-18 15:15:00,2019-06-18 16:05:00,2019-06-18 15:48:00,2019-06-18 16:41:00,33.0,36.0,50.0,53.0,ECLGOX,rotational problem,DH4,71,65,6,A,['cp'],40.0,13.0,53.0,20.0,,3.0,Tuesday,Tuesday,Daytime,Daytime,4
271988683,EC2911,East Carmen,Desireeton,2019-06-18 15:15:00,2019-06-18 17:40:00,2019-06-18 15:44:00,2019-06-18 18:13:00,29.0,33.0,145.0,149.0,ECLBTX,rotational problem,320,0,0,0,Start,[],50.0,-32.0,18.0,,,4.0,Tuesday,Tuesday,Daytime,Evening Peak,7
272033166,EC3395,East Carmen,Port Courtneytown,2019-06-18 15:15:00,2019-06-18 15:55:00,2019-06-18 16:41:00,2019-06-18 17:20:00,86.0,85.0,40.0,39.0,ECLGQX,technical problem,DH4,55,40,15,B2,"['ca', 'cp', 'cp']",40.0,-85.0,-45.0,24.0,19.0,-1.0,Tuesday,Tuesday,Daytime,Daytime,4
272012152,EC3177,East Carmen,Lake Kevin,2019-06-18 15:20:00,2019-06-18 16:05:00,2019-06-18 16:37:00,2019-06-18 17:23:00,77.0,78.0,45.0,46.0,ECLGRX,technical problem,DH4,-20,50,-70,C,['cp'],40.0,9.0,49.0,29.0,9.0,1.0,Tuesday,Tuesday,Daytime,Daytime,4
271994461,EC2985,East Carmen,East Holly,2019-06-18 15:20:00,2019-06-18 16:25:00,2019-06-18 16:44:00,2019-06-18 17:46:00,84.0,81.0,65.0,62.0,ECLWMX,technical problem,E95,54,55,-1,C,"['cp', 'cp']",40.0,-81.0,-41.0,15.0,11.0,-3.0,Tuesday,Tuesday,Daytime,Daytime,5
271986593,EC2873,East Carmen,Kennethfort,2019-06-18 15:20:00,2019-06-18 17:25:00,2019-06-18 15:51:00,2019-06-18 17:43:00,31.0,18.0,125.0,112.0,ECLBDX,rotational problem,320,92,85,7,B2,"['ca', 'ca', 'cp', 'cp', 'ca']",50.0,-16.0,34.0,,,-13.0,Tuesday,Tuesday,Daytime,Evening Peak,6
271983302,EC2831,East Carmen,Davidtown,2019-06-18 15:20:00,2019-06-18 17:15:00,2019-06-18 16:06:00,2019-06-18 17:47:00,46.0,32.0,115.0,101.0,ECLWEX,rotational problem,E95,0,0,0,Start,[],45.0,-30.0,15.0,29.0,18.0,-14.0,Tuesday,Tuesday,Daytime,Evening Peak,5
271965040,EC2643,East Carmen,Dawsonhaven,2019-06-18 15:25:00,2019-06-18 16:40:00,2019-06-18 16:48:00,2019-06-18 17:49:00,83.0,69.0,75.0,61.0,ECLWBX,technical problem,E95,43,50,-7,A,"['ca', 'cp', 'ca']",45.0,23.0,68.0,19.0,19.0,-14.0,Tuesday,Tuesday,Daytime,Daytime,5
271967340,EC2669,East Carmen,Lake Danielburgh,2019-06-18 15:25:00,2019-06-18 16:45:00,2019-06-18 16:23:00,2019-06-18 17:36:00,58.0,51.0,80.0,73.0,ECLGPX,rotational problem,DH4,76,65,11,C,['cp'],35.0,-43.0,-8.0,26.0,18.0,-7.0,Tuesday,Tuesday,Daytime,Daytime,4
272035191,EC3433,East Carmen,East Allisontown,2019-06-18 15:25:00,2019-06-18 16:00:00,2019-06-18 16:00:00,2019-06-18 16:31:00,35.0,31.0,35.0,31.0,ECLGLX,rotational problem,DH4,33,35,-2,C,['ca'],40.0,-31.0,9.0,23.0,11.0,-4.0,Tuesday,Tuesday,Daytime,Daytime,4
271985022,EC2863,East Carmen,West Ana,2019-06-18 15:25:00,2019-06-18 17:10:00,2019-06-18 16:14:00,2019-06-18 18:07:00,49.0,57.0,105.0,113.0,ECLWPX,rotational problem,E95,0,0,0,Start,[],45.0,-38.0,7.0,18.0,,8.0,Tuesday,Tuesday,Daytime,Evening Peak,5
271956302,EC2571,East Carmen,West Bryanstad,2019-06-18 15:30:00,2019-06-18 16:30:00,2019-06-18 16:06:00,2019-06-18 16:59:00,36.0,29.0,60.0,53.0,ECLXDX,rotational problem,320,72,75,-3,B,[],45.0,-27.0,18.0,16.0,14.0,-7.0,Tuesday,Tuesday,Daytime,Daytime,6
271962555,EC2627,East Carmen,Susanmouth,2019-06-18 15:30:00,2019-06-18 17:05:00,2019-06-18 16:13:00,2019-06-18 17:48:00,43.0,43.0,95.0,95.0,ECLBIX,rotational problem,320,66,60,6,A,[],45.0,-31.0,14.0,17.0,21.0,0.0,Tuesday,Tuesday,Daytime,Evening Peak,6
271969991,EC2691,East Carmen,West Jason,2019-06-18 15:30:00,2019-06-18 16:50:00,2019-06-18 16:56:00,2019-06-18 18:04:00,86.0,74.0,80.0,68.0,ECLWLX,technical problem,E95,58,60,-2,A,"['cp', 'cp']",45.0,-71.0,-26.0,23.0,16.0,-12.0,Tuesday,Tuesday,Daytime,Daytime,5
271981832,EC2811,East Carmen,South Loriview,2019-06-18 15:30:00,2019-06-18 17:15:00,2019-06-18 16:07:00,2019-06-18 17:41:00,37.0,26.0,105.0,94.0,ECLDCX,rotational problem,320,75,70,5,B,[],45.0,-8.0,37.0,,,-11.0,Tuesday,Tuesday,Daytime,Evening Peak,5
271966306,EC2659,East Allisontown,Yoderburgh,2019-06-18 15:35:00,2019-06-18 17:20:00,2019-06-18 16:01:00,2019-06-18 17:39:00,26.0,19.0,105.0,98.0,ECLGGX,rotational problem,DH4,0,0,0,Start,[],65.0,-14.0,51.0,,,-7.0,Tuesday,Tuesday,Daytime,Evening Peak,4
271999510,EC3031,East Carmen,Gilbertland,2019-06-18 15:35:00,2019-06-18 17:20:00,2019-06-18 16:31:00,2019-06-18 18:12:00,56.0,52.0,105.0,101.0,ECLGCX,rotational problem,DH4,77,75,2,C,['cp'],40.0,4.0,44.0,23.0,18.0,-4.0,Tuesday,Tuesday,Daytime,Evening Peak,4
272019604,EC3243,East Carmen,Youngland,2019-06-18 15:35:00,2019-06-18 17:10:00,2019-06-18 16:08:00,2019-06-18 17:49:00,33.0,39.0,95.0,101.0,ECLXAX,rotational problem,320,61,55,6,A,"['ca', 'ca', 'ca', 'cp', 'cp']",40.0,-38.0,2.0,20.0,,6.0,Tuesday,Tuesday,Daytime,Evening Peak,6
272212455,EC3254,Matthewland,East Carmen,2019-06-18 15:35:00,2019-06-18 17:15:00,2019-06-18 16:20:00,2019-06-18 17:59:00,45.0,44.0,100.0,99.0,ECLBMX,rotational problem,320,38,45,-7,A,[],60.0,-27.0,33.0,24.0,21.0,-1.0,Tuesday,Tuesday,Daytime,Evening Peak,6
272000425,EC3038,Gilbertland,East Carmen,2019-06-18 15:35:00,2019-06-18 17:15:00,2019-06-18 17:07:00,2019-06-18 18:42:00,92.0,87.0,100.0,95.0,ECLWOX,technical problem,E95,46,45,1,A,[],65.0,-67.0,-2.0,18.0,11.0,-5.0,Tuesday,Tuesday,Daytime,Evening Peak,5
271977642,EC2761,East Carmen,North Jeffrey,2019-06-18 15:35:00,2019-06-18 17:20:00,2019-06-18 16:08:00,2019-06-18 17:42:00,33.0,22.0,105.0,94.0,ECLBZX,rotational problem,320,53,55,-2,B2,"['ca', 'ca', 'ca', 'cp', 'cp']",45.0,-3.0,42.0,17.0,15.0,-11.0,Tuesday,Tuesday,Daytime,Evening Peak,6
271997841,EC3021,East Carmen,Joneshaven,2019-06-18 15:35:00,2019-06-18 17:00:00,2019-06-18 16:15:00,2019-06-18 17:33:00,40.0,33.0,85.0,78.0,ECLDBX,rotational problem,320,13,55,-42,A,[],50.0,5.0,55.0,27.0,10.0,-7.0,Tuesday,Tuesday,Daytime,Evening Peak,5
271965684,EC2651,East Carmen,West Jennifer,2019-06-18 15:40:00,2019-06-18 17:15:00,2019-06-18 16:43:00,2019-06-18 18:10:00,63.0,55.0,95.0,87.0,ECLWKX,technical problem,E95,78,110,-32,A,[],45.0,-54.0,-9.0,,,-8.0,Tuesday,Tuesday,Daytime,Evening Peak,5
271960541,EC2611,East Carmen,Yoderburgh,2019-06-18 15:40:00,2019-06-18 17:20:00,2019-06-18 16:14:00,2019-06-18 17:36:00,34.0,16.0,100.0,82.0,ECLBYX,rotational problem,320,11,45,-34,B2,"['ca', 'cp', 'ca', 'ca', 'cp', 'cp']",45.0,-15.0,30.0,23.0,6.0,-18.0,Tuesday,Tuesday,Daytime,Evening Peak,7
272212008,EC3248,Youngland,East Carmen,2019-06-18 15:40:00,2019-06-18 17:20:00,2019-06-18 15:40:00,2019-06-18 17:12:00,0.0,-8.0,100.0,92.0,ECLXBX,no reason,320,16,45,-29,A,[],100.0,29.0,129.0,22.0,,-8.0,Tuesday,Tuesday,Daytime,Evening Peak,6
