leg_no,fn_number,dep_ap_sched,arr_ap_sched,dep_sched,arr_sched,m_offblockdt,m_onblockdt,departure_delay,arrival_delay,sched_flight_time,act_flight_time,ac_registration,change_reason_code,ac_type_code,trans_time,sched_trans_time,trans_time_delay,crew_group,crew_type_change,sched_ground_time,ground_time_delay,act_ground_time,catering_duration,pax_boarding_duration,flight_time_delay,dep_inbound_weekday,arr_weekday,dep_time_of_day,arr_time_of_day,anzahl_personal
272000084,EC3034,Gilbertland,East Carmen,2019-06-01 05:15:00,2019-06-01 06:55:00,2019-06-01 05:37:00,2019-06-01 07:15:00,22.0,20.0,100.0,98.0,ECLWQX,other problem,E95,0,0,0,Start,[],50.0,-6.0,44.0,16.0,,-2.0,Saturday,Saturday,Morning Peak,Morning Peak,5
271963788,EC2633,East Carmen,Dawsonhaven,2019-06-01 05:20:00,2019-06-01 06:35:00,2019-06-01 05:28:00,2019-06-01 06:25:00,8.0,-10.0,75.0,57.0,ECLWPX,other problem,E95,0,0,0,Start,[],125.0,34.0,159.0,,,-18.0,Saturday,Saturday,Morning Peak,Morning Peak,5
272194591,EC2876,Kennethfort,East Carmen,2019-06-01 05:20:00,2019-06-01 07:20:00,2019-06-01 05:23:00,2019-06-01 07:24:00,3.0,4.0,120.0,121.0,ECLXAX,other problem,320,0,0,0,Start,[],50.0,33.0,83.0,16.0,14.0,1.0,Saturday,Saturday,Morning Peak,Morning Peak,6
272174581,EC4617,East Allisontown,Weeksbury,2019-06-01 05:20:00,2019-06-01 07:35:00,2019-06-01 05:24:00,2019-06-01 07:42:00,4.0,7.0,135.0,138.0,ECLGKX,other problem,DH4,0,0,0,Start,[],45.0,-7.0,38.0,,,3.0,Saturday,Saturday,Morning Peak,Morning Peak,4
271976796,EC2757,East Carmen,North Jeffrey,2019-06-01 05:20:00,2019-06-01 07:05:00,2019-06-01 05:38:00,2019-06-01 07:23:00,18.0,18.0,105.0,105.0,ECLDFX,other problem,320,0,0,0,Start,[],65.0,0.0,65.0,,,0.0,Saturday,Saturday,Morning Peak,Morning Peak,5
271994234,EC2984,East Holly,East Carmen,2019-06-01 05:25:00,2019-06-01 06:30:00,2019-06-01 05:43:00,2019-06-01 06:46:00,18.0,16.0,65.0,63.0,ECLWCX,other problem,E95,0,0,0,Start,[],40.0,3.0,43.0,27.0,31.0,-2.0,Saturday,Saturday,Morning Peak,Morning Peak,5
271963378,EC2631,East Carmen,Susanmouth,2019-06-01 05:25:00,2019-06-01 06:55:00,2019-06-01 05:38:00,2019-06-01 07:11:00,13.0,16.0,90.0,93.0,ECLBDX,other problem,320,0,0,0,Start,[],85.0,-12.0,73.0,,,3.0,Saturday,Saturday,Morning Peak,Morning Peak,6
271961698,EC2607,East Carmen,Yoderburgh,2019-06-01 05:30:00,2019-06-01 07:05:00,2019-06-01 06:36:00,2019-06-01 08:02:00,66.0,57.0,95.0,86.0,ECLWFX,technical problem,E95,64,55,9,A,"['ca', 'ca', 'ca', 'cp']",45.0,-45.0,0.0,18.0,11.0,-9.0,Saturday,Saturday,Morning Peak,Morning Peak,5
272170971,EC3194,Haynesside,East Carmen,2019-06-01 05:30:00,2019-06-01 06:45:00,2019-06-01 05:33:00,2019-06-01 06:58:00,3.0,13.0,75.0,85.0,ECLGCX,other problem,DH4,0,0,0,Start,[],250.0,18.0,268.0,,,10.0,Saturday,Saturday,Morning Peak,Morning Peak,4
271997045,EC3017,East Carmen,Joneshaven,2019-06-01 05:30:00,2019-06-01 06:55:00,2019-06-01 05:50:00,2019-06-01 07:14:00,20.0,19.0,85.0,84.0,ECLBYX,other problem,320,0,0,0,Start,[],65.0,0.0,65.0,,,-1.0,Saturday,Saturday,Morning Peak,Morning Peak,6
272015551,EC3216,Port Maryside,East Carmen,2019-06-01 05:35:00,2019-06-01 06:55:00,2019-06-01 05:36:00,2019-06-01 06:46:00,1.0,-9.0,80.0,70.0,ECLDEX,other problem,320,0,0,0,Start,[],85.0,27.0,112.0,19.0,18.0,-10.0,Saturday,Saturday,Morning Peak,Morning Peak,5
272183505,EC2624,Susanmouth,East Carmen,2019-06-01 05:35:00,2019-06-01 07:10:00,2019-06-01 05:36:00,2019-06-01 07:08:00,1.0,-2.0,95.0,92.0,ECLBFX,other problem,320,0,0,0,Start,[],240.0,31.0,271.0,,,-3.0,Saturday,Saturday,Morning Peak,Morning Peak,6
271998448,EC3024,Joneshaven,East Carmen,2019-06-01 05:40:00,2019-06-01 07:10:00,2019-06-01 06:10:00,2019-06-01 07:33:00,30.0,23.0,90.0,83.0,ECLBRX,other problem,320,0,0,0,Start,[],50.0,-6.0,44.0,23.0,,-7.0,Saturday,Saturday,Morning Peak,Morning Peak,6
271958402,EC2584,Lake Lawrencechester,East Carmen,2019-06-01 05:50:00,2019-06-01 07:15:00,2019-06-01 06:03:00,2019-06-01 07:28:00,13.0,13.0,85.0,85.0,ECLDDX,other problem,320,0,0,0,Start,[],60.0,10.0,70.0,28.0,26.0,0.0,Saturday,Saturday,Morning Peak,Morning Peak,5
272101850,EC11628,Michaelfurt,East Carmen,2019-06-01 05:55:00,2019-06-01 07:55:00,2019-06-01 06:26:00,2019-06-01 08:11:00,31.0,16.0,120.0,105.0,ECLBXX,other problem,320,53,50,3,A,[],75.0,-1.0,74.0,28.0,20.0,-15.0,Saturday,Saturday,Morning Peak,Morning Peak,6
272207093,EC3160,North Anna,East Carmen,2019-06-01 06:10:00,2019-06-01 07:10:00,2019-06-01 06:31:00,2019-06-01 07:25:00,21.0,15.0,60.0,54.0,ECLGQX,other problem,DH4,33,40,-7,A,[],35.0,66.0,101.0,27.0,27.0,-6.0,Saturday,Saturday,Morning Peak,Morning Peak,4
271959452,EC2589,East Carmen,Lake Lawrencechester,2019-06-01 06:10:00,2019-06-01 07:40:00,2019-06-01 06:49:00,2019-06-01 08:04:00,39.0,24.0,90.0,75.0,ECLWHX,other problem,E95,104,95,9,C,['cp'],70.0,-24.0,46.0,,,-15.0,Saturday,Saturday,Morning Peak,Morning Peak,5
272031744,EC3376,Lake Richardberg,East Carmen,2019-06-01 06:10:00,2019-06-01 07:05:00,2019-06-01 06:22:00,2019-06-01 07:14:00,12.0,9.0,55.0,52.0,ECLWDX,other problem,E95,0,0,0,Start,[],65.0,6.0,71.0,24.0,12.0,-3.0,Saturday,Saturday,Morning Peak,Morning Peak,5
272217336,EC4472,Richardsonburgh,Fisherhaven,2019-06-01 06:15:00,2019-06-01 09:10:00,2019-06-01 06:34:00,2019-06-01 09:12:00,19.0,2.0,175.0,158.0,ECLBWX,other problem,320,51,40,11,A,[],115.0,19.0,134.0,,,-17.0,Saturday,Saturday,Morning Peak,Daytime,6
272030914,EC3372,Fisherhaven,East Carmen,2019-06-01 06:15:00,2019-06-01 07:20:00,2019-06-01 06:30:00,2019-06-01 07:37:00,15.0,17.0,65.0,67.0,ECLWAX,other problem,E95,0,0,0,Start,[],65.0,4.0,69.0,15.0,,2.0,Saturday,Saturday,Morning Peak,Morning Peak,5
271955785,EC2568,West Bryanstad,East Carmen,2019-06-01 06:15:00,2019-06-01 07:20:00,2019-06-01 06:27:00,2019-06-01 07:31:00,12.0,11.0,65.0,64.0,ECLBBX,other problem,320,43,40,3,A,[],60.0,1.0,61.0,19.0,25.0,-1.0,Saturday,Saturday,Morning Peak,Morning Peak,6
272206037,EC3138,Keithberg,East Carmen,2019-06-01 06:20:00,2019-06-01 07:15:00,2019-06-01 06:38:00,2019-06-01 07:30:00,18.0,15.0,55.0,52.0,ECLGNX,other problem,DH4,32,40,-8,A,[],40.0,1.0,41.0,15.0,12.0,-3.0,Saturday,Saturday,Morning Peak,Morning Peak,4
271989916,EC2927,East Carmen,East Melindachester,2019-06-01 06:25:00,2019-06-01 07:55:00,2019-06-01 06:44:00,2019-06-01 08:02:00,19.0,7.0,90.0,78.0,ECLBMX,other problem,320,0,0,0,Start,[],40.0,-3.0,37.0,,,-12.0,Saturday,Saturday,Morning Peak,Morning Peak,6
271971966,EC2708,Lake Lawrencechester,East Allisontown,2019-06-01 06:30:00,2019-06-01 07:50:00,2019-06-01 06:31:00,2019-06-01 07:46:00,1.0,-4.0,80.0,75.0,ECLWLX,other problem,E95,71,60,11,A,[],40.0,7.0,47.0,,,-5.0,Saturday,Saturday,Morning Peak,Morning Peak,5
